Name,Images,Title,Year,Dims (Inches),Materials,Notes / Exhibition Text,Dims (Metric)
642,,Untitled,2016,21.46 x 15.43  x 0.79,"burned paper, electronic wiring, light diffusion panel, epoxy resin, prism film, hydrocal ",,54.5 x 39.2 x 2
641,,Untitled,2016,21.46 x 15.43  x 0.79,"dye based inkjet print on paper, c-print, epoxy resin, carbon fiber, pigment inks, prism film, hydrocal",,54.5 x 39.2 x 2
639,"SP-TONSFELDTJ00FRIEZELDN_j.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/akwK-IKlIQLms8r_N4t5tg/CM7cTu92xZzlPjeWyJfHyhi_FrKT_k58yPTBYcIfSThtlW35jbW3S8dt4TmSkI7HtXDiwTyKZrPFx818AOWj4k8s7_P4fkg0fxT-wI9C2aATGxD1R-G0VYfmqX6n-3PY/5tb1wJNp_5Ow0MoSQLZ0bVw0LzoHxPBQW8i6SpAU2eo),SP-TONSFELDTJ00FRIEZELDN_e.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/Q56elo-pukbuS8g1WQ7LQA/68Z7v12A1u9vplvjDC_6HUu7pWjPYpdrt8rhF36vPLn01h-F9sN-pnVayQUrMgxiT12YctxnpOqFxTRIJoQaEqFAM1gjJokymNOdgC898DLjPTJPYvfsqiaiCAK1Xae6/5aVWXxbi-uFU8DNuZscw4EfGYBQvpMOCAjOSdCpPBSc),SP-TONSFELDTJ00FRIEZELDN_g.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/yORhaGDWaCZ1PzaY_61OKg/AS6xjnJlXKE6vlC1NoFCF77-ooCfkOOoPWUrwoLH_eUipXEf1btiqXxP2LD-GVw9ZU6JsXim13cZmyZtrTWYrEJzpdSi6RQVY4I03-6ficYmMO1l99bSx49h0uzwtCEP/pJ0RPfNm1CbLhSdJcwWQQ9TgjsWQLkB8B20Ff_wHPh4),SP-TONSFELDTJ00FRIEZELDN_k.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/CHMvZog8uxSB1i9Mol62iQ/-YhLFyC2uJ_VwvrSwT2w76aKyQb5v33i-3orYa26nf73xWA90CwK6jOH4Rg2jJ5mt71WLml4-vMWH4pQdY56G5-wntOZ2EE8f1g3uEXIaqCniPpLy2evT6rj5NPaWUyT/dMDTKum34-drwxBD1-Yz1qSk59HX5O3lGCGarCr6dXA),SP-TONSFELDTJ00FRIEZELDN_h.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/-aC5wdsjku7r8LdWtwWlJA/0cGmAaWaHioXgo0ceF4BqcRufQNVPtkjkjMLeyAgTq8MBkijzdJJfzatlYl14OdrFA9P7JboS1TiKO0_hhKV5hpsUTb3optqhaa-Tou4fkcWPJZ6JaGpVIiFtrk_kDJY/cUdQJWRJrDFKlEv8lQ4DimzJxTuuxVONOMRTXn__7tA)",Untitled,2016,24.5 x 42.5 x 16.5,"LCD television, HD video, hydrocal, resin, pigment print on hydrographic film, electrical wiring, rubber ball",,62.23 x 107.95 x 41.91 
638,SP-TONSFELDTJ624.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/fNLlfhgxpEvty8zZH3ismA/ipQcOzvIdDafHLVB4qDNV1F93AdJitEuyB1KFRpvKkvyqyqj2unfGI6mYuOIAi_GX3AH3x2Zzn_Nbi22BsJjmQQJHkV9JH2kzAUXzTLmC2Q/LURRVYuebh7QMscN67hDsl8D_9mGrSdlZZ1pY5gV3C8),Pompeii,2016,43.5 x 63.5 x 1.125,"UV cured pigment print on hydrocal, electronic cable, spray paint, pigment inks, epoxy resin ",,110.49 x 161.29 x 2.86
637,SP-TONSFELDTJ623-3.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/c_N4da0jSDuISSnWTxBZkQ/dMVPDpFouU_wVG8k00u5GoNvRkNa6yL82Z1uaa2eGYxcjgfb6w8xzERAeJy8AUCCRcqqM0-9GjQb_EoC4v1sBM6cA0idDRCiByW-c-xCz50/qUy9CtbN6_q58XrJHpco08YpqNEXqeO1DyMemDi0_RI),Hilton Head,2016,24 x 18 x 0.75,"UV cured pigment print on hydrocal, clay, dry pigment, light diffusion panel",,60.96 x 45.72 x 1.9
636,SP-TONSFELDTJ622.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/hcaTv_c7Oy2kYPnA1p_w8g/0HpDwO-0ortwtSeZNWKKu9juZSfsmHgBYEh-e7mTsvLdkk8wIpnilqxBbnEwt0Ngp4jEKgya7mtA3t5uQM-FxVktvMkuMEek8Nsh5vL8zy4/_jDTRsRSDWZqjzlhOC_a01628NM3fYxluJmlOMjkM_g),Untitled,2016,46 x 28.5 x 1.5,"hydrocal, spray paint, elastic ribbon, LCD television components, pigment inks, prism film, epoxy",,116.84 x 72.39 x 3.81
635,"SP-TONSFELDTJ621_b.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/g4PqHKr__LMo3IrTh-tUAQ/iNMONfQUHwVM46jJBcWDMb4ED8kuwEmGhJPCK7aYwYb8FR35__3q4eqq8xb6Kqi7bY_eyYoCI_S8_m2KnZgJ42pJ0lZEvhs2OcDKxGoT5oI/VfEOIlMu1G9mwm7LGrRIWXKnMqNaJNKoulXT4T7yx8w),SP-TONSFELDTJ621_a.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/y9CyFiSpkjYQIPfUnRfe9Q/qrPzzfNBt3p71sfmyHEaQZdmEnblS0zqsFq014K1gx31AnwpeFW1Y2LXpx-DQoo-Xmqc0LfklUjVg6SDVxNgp9yyBFJU_7VyunLJBw1bPPQ/z8sTMpezwNGhdC4FPLrTytY04H6htU57pWbsmcfaF9o)",Untitled,2016,54.13 x 33.13 x 2.31,"hydrocal, synthetic fur, electronic cable, clay, CCFL frames, LCD television components, pigment inkjet print on grosgrain ribbon, prism film, epoxy resin ",,137.48 x 84.14 x 5.87
634,"SP-TONSFELDTJ620_a.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/xqRUIGKCi0sRVwMZUrukzA/Fw-xPoxt1SORciNxS8S21EQoShZad7Dn1m7_AoHOtcmRqC2qKJLyC2Zll8ju3h25w0ZdyNVOFeMYm98NbafLx8b1KakBYh3aaHjdQOAYldI/y0c70QOTwGYF7l8isP5iL61p2lHTsvwWRAhbHrT4V2E),SP-TONSFELDTJ620_b.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/hMfXwhCuwaB_C9--CRtLtg/zkxGGbcRozqK0ETkKGVA35InR6sqZW-7938EN1FUjljv3sqeiVu3KBfo0y8EvsaUJ-wK0Ur4irGfIBDRhHZXCNVvzh3Fx-O7rlEArtYf-Oc/0lXlhO_k4Nc508OOlDAOc29UZfcEjahV-YUzz8sQwY8)",Untitled,2016,54.13 x 33.13 x 2.31,"hydrocal, synthetic fur, electronic cable, dry pigment, pigment inkjet print on hydrographic film, painted steel conduit, zip ties, pigment inkjet print on grosgrain ribbon, epoxy resin ",,137.48 x 84.14 x 5.87
633,SP-TONSFELDTJ619.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/oobqG977k98oGFQmxr7HwQ/WwgOMpYzTa98DTkIc4ome5RbXujZP81Shg_HNo0y7zKxWuwBcxEvBcUPW9pkEUj9CRVSxVy6GljNhv4_HJU5ILPyBDcoXX4ONzN5WHmUop8/EBGq3E6TMuiSrpvsDFzi5KMt2tvrOb8fVVe0Ju8quBU),Untitled,2016,54.13 x 33.13 x 2.31,"hydrocal, synthetic fur, dry pigment, ribbon cables, foam padding, twist tie, pigment inkjet print on grosgrain ribbon, plastic, aluminum, prism film, epoxy resin",,137.48 x 84.14 x 5.87
621,"SP-TONSFELDTJ607_a.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/3h-tPE1CV42yj86imhROWw/LeM-CBuwcYPpRtlibk6xNPGVoGsNUbaftPy09nfYC27xDU1gEpqXWXHLtP70zjwyTL583YbjHUMplMaD4wB9TlgqbwbjF0btQ3CbWuV2kq8/LhUBWFy3Ue4zYjq0PULsvFehr6V-ylxE1bZXCpAzRXA),SP-TONSFELDTJ607_b.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/dkQmZEsJoN1W-1rOEkelAA/6Z9HRQzI19YTEQYZYL962ZU8dhlHIyWaif9ukmY5Uo63waFM8Ns6VIH79tI3ObDtqhL2VyQ-Jb-pJbY_yrYv-rQLTf0YvladltG2f9k9jYU/2rfh6l0qD6p7MNI0rnx89issIHF6el9aKdNyvZLMNEw)",Untitled,2016,27.25 x 48,"LED diffusion panel, steel basket, dye-based inkjet print on paper, pigment inks, hydrocal, fleece sleeve, HDMI cable, ribbon cable",,69.2 x 121.9
620,SP-TONSFELDTJ606.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/-RpCJq4UlLsldhyKO6uRAg/GhugYF7BYCnuVVg2gEDFquYj4axqFLm3oC3H7bHzrCqkSpllrjQroOuxzQDuauUiFLA1UtmFA7WLLupA9pNZR02RCAl4pE9Axq6p-qp-fF4/h1DK2ChHYGEnFaZsiwSDvh4hcIqJ_jaBuPehQvmzVzk),Untitled,2016,28.75 x 46 x 1.75,"hydrocal, pigment inks, epoxy resin, acrylic glass",,73 x 116.8 x 4.5
619,SP-TONSFELDTJ605.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/jUFzM3tPZuvDQdaZqvHXTA/KFVg2OKvCz9nVGq8oGZ7YKx7ZHa9HNgO-5l5DiGOcpx-oJIhaRhj0-o90Jvl3KXDNg8F7F9Ovzdm31C8rYahUj9XM3EdFil1MGh-a7jRP3s/70P4ya1ytXwdVS99t1h3bslON8RfJSyN8Qji9jwJhp4),Untitled,2016,22.5 x 38.3,"LCD television, HD video, garments, dried vegetation, epoxy resin, hydrocal, pigment inks, spray paint",,57.2 x 97.2
617,SP-TONSFELDTJ603.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/Yavw9dyYdNjDlBN3tf7Flg/FvRyxoLv5LXMsBa3ZJ7bGZaNZO010R1ye_6dJL5_bXdZyhwy7h5WE2bd-Be_knHctATCV41tWRT8PXfYBuLDc6CMHV6VjClwx6VsTZScsVY/_lXL7QAOSbRQv2EPH9IT_rWgA5CFuOgkDZDVyLFP0WQ),"Nick, GoPro",2016,10.5 x 16.5,"UV cured pigment print on hydrocal, LED diffuser panel",,26.67 x 41.91
616,SP-TONSFELDTJ602.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/tCooL-kngPPcy2WGZRS3GA/55AX8iq04KdeGn0NhHpI9lmT9avnL2-e4RTExDL7-QBMpBDgiHXWeMRirVp4R7heICVatW7wpVUHKR_lzR8m1-U9-AYvNosFAiliPnnHJ9o/B0Pm4f8QT3qAQ3qZTRHZxQbGmxsd2HSnXYqXj0IWfEs),Untitled,2016,15.5 x 21.5 x 1.25,"hydrocal, epoxy resin, pigment inks, dye-based print on paper",,39.37 x 54.61 x 3.18 
615,SP-TONSFELDTJ601.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/67JydF3d4p4NBRiEtt09Lg/jarWNu__23L7j979jehYHR7Tmeez2fgdMPjVX1Kf0xTTSATIQaPd_ojkyVeqvinqPZ09_2MVBM-fbphIgyYOmYV_GYwXw4ceLkiz-SmpESU/rF1eMUiZd7rNasEcQigOj4ujhPSqnLeccxvov1tuI9Y),IV,2016,15.5 x 25 x 1.5,"UV cured pigment print over artist's frame made of pigment and dye inks in hydrocal, epoxy resin, and carbon fiber",,39.37 x 63.5 x 3.81
614,SP-TONSFELDTJ600.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/fkcIgMRNT9m2dXUuC4Nq2Q/qUc5apRCdPbZXNEaLCWde6VNh7oAMRviodwYtV7EZ6vKogw2H6hiHk1r5pCil1P7YRXOLv-VN1p_LYidrOxgCFjeSLJHXM-pIg0o7cuahlY/I7ewVnYxfOjczS2uZM3VYKlTd7VDq3stqbnS1nqcw9U),Sonogram,2016,15.5 x 12.5 x 1.25,dye-based inkjet print on paper in artist's frame made of pigment and dye inks in hydrocal,,39.4 x 32 x 3.2
613,SP-TONSFELDTJ599_a.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/3jiePa_gx0rsRZO1jOxu4Q/wp1F0ImBnovB2cTpy6-QFljwXut4xMFYdqmITebTTO3XcPO9mb9U7N-Q9wZ87jey3UbjeMtR_kLUesXsKgS4ltlyyPiugxTIHPk8wrih0mE/o2L0tNZj_oG94V3s3oIdxyoZlvaICF-sex4EY3qCTHg),Untitled,2016,17.5 x 29 x 3,"LCD television, HD video, garments, dried vegetation, epoxy resin",,44.45 x 73.66 x 7.62
611,"SP-TONSFELDTJ597_b.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/3wFJtJuuWSzW54ZwfNLFqA/re3ORayLYtiKEYkLLpJ5lBw2grdWTF5j7j8yc1ZKXCOVl0Uo0MF2cGCobzMlKvOKZ4W9DAcs8gxeLfnzAk6Du4kvNRVCKfOo0EJFmgYYXY8/cKJG9JQZPwOJhPzl1IKtJWyRO34-vOUebYrR5mVthiI),SP-TONSFELDTJ597_a.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/1Ke9r3MXCsGTgU2omAFYgg/bXRi58XrJxM89rIKUcXXIxe3tgAXru_i29SpX0F4uvJsL4Jl5EZPafcsbMvjwzneMS6SolIxae5vN7DumsIPxGgdGILFxwssvXPNfOpEMpk/WwmP-1XJ1XFRTiVuZrsIdwqlZlVPnm4IvUXS46034jM)",Untitled,2016,15.5 x 21.5 x 1.25,"hydrocal, pigment, prism film, epoxy resin, pigment inks on paper, fiberglass, television components",,39.37 x 54.61 x 3.18 
610,"SP-TONSFELDTJ596_b.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/aSo4MJh-dAJFexO67-2uGg/ebYxkBZmv1WjoObCQe8XioYr9u2WNCcCr6FNLQvHBkXg7P1-yj0FpMZFVncbivmupebCfmpWbpqgyIreu774ha4E2tKHGlT5q9NOCPQfGUw/vGlmmWaRLhlKJtbxyfR4m0dJPRhE6lHaDW-x-gueEIw),SP-TONSFELDTJ596_a.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/RasS-z-Xk-bn_hlyn7hqhw/BDIasnsqsnIkAITdOXA5ijRWjkRZDP_IP7HjUSKsYA_Vt9OQBD6qs-ZNSC3Pa0WzOTKkrmx7eZDqe--dkj85VDG-BlQHv_aiq_K6hU7UkA0/CuzsekmWVQcN6AWNvbCqIl2ICWC95x09ELnsGJgpTCw)",Untitled,2016,15.5 x 21.5 x 1.25,"hydrocal, pigment, prism film, epoxy resin, pigment inks, fiberglass, carbon fiber, spray paint, television components, thermal print",,39.37 x 54.61 x 3.18 
609,"SP-TONSFELDTJ595_b.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/-lOhH2OHhKtmGF_Pi4CdeA/Xnr861VnQVLW8TIwB_cXbQiVORI4mDpQY30-Laj4Wwv96nf0Y1yx4qRtEYGYnnLqce5tqQGxFr9I83d_2wJ9xcwpKzW-QKN4vR_hPIgMmKk/RCYuwYciYH2YI4tKaXQMyZ9fXHhrPngNkJ18IIsQW7o),SP-TONSFELDTJ595_a.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/2nhC4T8aDptEDTf8OhaGSg/F8Jh0oH_tl7hk2iT_RFtyxlsnq-S87hkr-Wi-8Ir3OslIxoFrt263K2_2-mvu8I6ekDq91ESYxl1Ypovc2NrHsJkouz85ZzNeEBAnp6KpvA/Ow5PfuNzeY-WKfSZJA4WVnetNviYjN2SDFLZzd4w_3o)",Untitled,2016,15.5 x 21.5 x 1.25,"hydrocal, pigment, prism film, epoxy resin, garment, fiberglass, pigment inks, CFL tubes, wood, lint",,39.37 x 54.61 x 3.18 
608,"SP-TONSFELDTJ594_a.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/CtXYP914YI5cirkAp6G7QQ/woOGudgoIguc3heOlpD6ErmiHJ_pI4IA9AXLwv3w-FEkapmK74ueUAbCbUkiw5_o-0eb-EcxqcD65klLMMploJcmcOgK_AlcLxTjKanqBjg/EV6OtZjoYDGEtU06s4HqAjs3jxbSjYHqaCdmNRifWKM),SP-TONSFELDTJ594_b.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/vDu87N3VJ2K9G6TRHJfp1w/KIXNwtkbwm88rbRnD4wSatuM2NwLEJX9Qv_NOnQjvFNrnNJ-McYqxjwnc6mT5TsxlHPcXUjsO8W4GrYKJ1mgOR5BBJJT1DLl3G0eb3aeyMM/Um_BQ8Xx79g3ExTnzeZmljMu183lNgUJ6-6bWA5hOWw)",Untitled,2016,15.5 x 21.5 x 1.25,"hydrocal, pigment inks, prism film, epoxy resin, dye-based print on paper",,39.37 x 54.61 x 3.18 
607,"SP-TONSFELDTJ593_a.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/xV7xQEpcF6qHouypF_eaMA/DJf5yPS-nvUBFTNTtSKO-2arjvYBbD-1SqeEsHac6C-LhbQRWkRIyxRHDv0e7ifOyh2lQSlMAAooVNQmCxfLjyzGmP9skVOQLIFvG0xCWNE/A0C9oqswIGpPn3wYAQYcoIfNf9BHBMgqT_1l15E3fig),SP-TONSFELDTJ593_b.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/rvm9n0_B-LO0g12_gtxtIw/TpSk1QPE6Iz-8jVw5EvzWpejNZwzzP5dNLXyAeuqaz-jRfUf5mEVw7nhSe0LdW_8PCjkqOBqRpeXWU9epvLg2pQIZ9HOgY2e0xLxO-ydONk/wt3RgWt7WJxF5y9XIxjXkRQS1h6S5bSeoshGqSabByo)",Untitled,2016,15.5 x 21.5 x 1.25,"hydrocal, pigment inks, prism film, epoxy resin, diffusion film, carbon fiber, headphone cable, pigment inks on hydrographic film, PTFE tape",,39.37 x 54.61 x 3.18 
606,"SP-TONSFELDTJ592_b.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/F3jvvNmQ1uwGaB6MkDeuMg/dAOPqYZJ7_d2z-Gu8CAsAMmoZipbMmjHMS9Vmz2BsJoeM7ykA8DtShe0Pu6pcML87WgLB_l6H4DTnGx7qmywkpjKCWOznvBEPhG8s3hr21Y/Jo12mDxNQL8j3am1KTZmX4jA_MXTFyJVejxd2vwmXAo),SP-TONSFELDTJ592_a.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/ad6Cl6N7HmbTNGaQVxsDuw/zUMKtKMfO4nl3p-tGnCGCj0-ls4Q-DSV2FyHBewGFN6rT6VNnX-Y__b__WRnOPtW-8tormn7opIZZloNWMQYATunpQbqeJQAFC6tN3qg1tE/J-1CDmZO7dgWy77WI5wokn-Lzx8HitWIIx-eJ1aDYUI)",Untitled,2016,15.5 x 21.5 x 1.25,"hydrocal, pigment, prism film, epoxy resin, pigment inks, plastic",,39.37 x 54.61 x 3.18 
792,_21A2166.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/NsANqCi1kUM-5I-H5I-CfA/BjE8Y57qdpY4l3bhStDLICrV0ncQ8efgp_XZ3fqXWg_ad_qlpEFZMZWLmdHGnLyDyMuwgEkmuv1Rp8UZo5Bswl4KMjujkE_wVad6r_a0yag/aScy_9CH0CpNl1oHCwRAJvSDGObYEdte9q_Kyefi-oU),2014,2015-2016,15.5 x 12.5 x 1.25,dye-based inkjet print on paper in artist's frame made of pigment and dye inks in hydrocal,,39.4 x 32 x 3.2
599,_21A2140.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/cqFbpQv_5AGz9VSdLxnaIA/79KYdAbWD5eQ50SUlebYY34bCY4bDEfqzCL5ck7qYD4dcdguwRy3OcVicuVMk59fb7zmMGmW-Ry0fGJoN5eIcQQZkjVMVjO52eMMPlDWquw/Z6s4xqGBbsYnmqc-uoSdysng3pvLAvisLlxhp67vOiE),Bedroom Dresser,2015-2016,15.5 x 12.5 x 1.25,dye-based inkjet print on paper in artist's frame made of pigment and dye inks in hydrocal,,39.4 x 32 x 3.2
584,_21A2160.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/kJHEk5V9P3TerSySM_1-hw/KeHOMuNqGnmQqvuyLmaVW41iq85Ik7qLXfOkCoNV3oTD39A6YHsZDmS3Jkd4_0_s6013hpSM6miXvAK-TCb49NQ7TaMEiV4XrmR3pn_YmfA/Hm2XyWJer91iBDiYTkyQSnn85NjybnQ_tEQHW3FbwxM),Mirror Top,2015-2016,15.5 x 12.5 x 1.25,dye-based inkjet print on paper in artist's frame made of pigment and dye inks in hydrocal,,39.4 x 32 x 3.2
581,_21A2179.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/h-0x4VXUfDy6MxjDCpnHKA/0-j_W-a1aVzARAaaZxXUzInTBihM090-U8rJ9KIPtKD9gNiJ8aDEc0lmsdjnfXYNaXz5GuR0o_acdLrp5pGQ1Ekf56mDG-6lcd9BIzXzcZA/G92IoKRZ07yQOrsFFr51hLVMXsJyjDV4nKimt8qoI8Y),"Motorcycle, Brooklyn",2015-2016,15.5 x 12.5 x 1.25,dye-based inkjet print on paper in artist's frame made of pigment and dye inks in hydrocal,,39.4 x 32 x 3.2
569,_21A2146.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/3Ucobh6YhRr5TmikGtThkA/s96HSjV_NL3Zgam4LSME_LtfbMgZ90Kei0zb50GR_c2_MFdhoTe0IhFL8tAClMZKCiZL9bp5pP_vdVp4isKvmFCi8h-JJezb_HbuzDJIp10/cE-fCDlx_-C1gXevzttGPHVFrmhYurjLHh3IPzgKoyg),"Nick, GoPro",2015-2016,15.5 x 12.5 x 1.25,dye-based inkjet print on paper in artist's frame made of pigment and dye inks in hydrocal,,39.4 x 32 x 3.2
560,_21A2157.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/H3zAOs7PxRDt8IYRn3D7jQ/bARpU5GN_Ym7fGBizEs1W5SchV-RYsYEYuWhvkfNRkTM1PL_MgvdPAAzBIKrAa3vpwFYJF8oTUsWPcpmng5U8yC8dcCM1-EIP2bS36-foWo/mHL4vsx_8_p4YjorMipjSMw34DPsA8RCBsNkqlNE8UE),"Breakfast, Motel 6",2015-2016,15.5 x 12.5 x 1.25,dye-based inkjet print on paper in artist's frame made of pigment and dye inks in hydrocal,,39.4 x 32 x 3.2
548,_21A2152.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/HRmKXoZCtga1_wQANaz19Q/P4swUL82xNsots-SE7QV72cl4veGndYrpSEbXzUnFcF6Ae6kMksXkL3oJpj1tRujL1ITLe10eR8F21-eV-PBovj-deKSStyJt1yfgmpmBKY/yV0ldTlqO77mzSmdUghSRbI5BnNiGsJ9u3MTJyOOzgI),Pikachu,2015-2016,15.5 x 12.5 x 1.25,dye-based inkjet print on paper in artist's frame made of pigment and dye inks in hydrocal,,39.4 x 32 x 3.2
612,SP-TONSFELDTJ598.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/GOP6sSLu5uAhtPrAefAPhg/SMqKQgzfglKvN7jRkamOpIF5ao8T2o-TLx3rpdc-CUfds_gmVTY2-CR6gZOvAKQgzsuAhPrbKwGkmjCABsZwEfZ6SQskBrz3y7SxikRFrAQ/LtQZYj6wUgoQMtpPDVgYUMPQdH2EEIgOVIbxmnG3VQA),"Airport, Morning",2015,12 x 17.5 x 1,UV cured pigment print on hydrocal,,30.48 x 44.45 x 2.54
603,,Lenox Hill,2015,12 x 16,inkjet print on paper,,30.48 x 40.64
538,"SP-TONSFELDTJ525A.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/5C-1jNbwgELMA_kjHyzEIQ/yXct_-NBNMHHJH0VF-39ahMF5ka25C7u5fUoioyEDdg3NH8jRg1lNQhQucQodLjpksDcKXl2s0QMgEPsW95vU58GZbaUsWp_Sbe4JFtznaY/tIrbLpOOjav6EHy8fsrSEeiKwGGH3KWSF3_QFEtcnhA),SP-TONSFELDTJ525B.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/XkzHcmECnTZKKWT6gtVivA/hnugMp6tNLMfvjuKB25mpHLAj_TM_4OeH9_4lQfv1FSks6b2dDpLT7X-V-4Wmw8nrQzOG-f-I1bryaR2Lh5rjRt-WU8YuQ0ROJJKhg3Fs_4/S8eOomWtIrGfeusia7EbpPurnwsVAvwCCXcFg_MCBW4)",Untitled,2015,46 x 28.5 x 1.5,"hydrocal, pigment inks, epoxy resin, prism film, acrylic glass, book tape, pigment inks on hydrographic film, steel, cfl tubes",,116.84 x 72.39 x 3.81
537,"SP-TONSFELDTJ524A.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/JrUJu1GEm0Pb8zYzmk_FZg/deCpBSd4Zu0rvyvMDBqNYXyC6fNyagbfvH42T07iWGbSEOFmx1YGoCgR6sNxYWmT8GFPKg-ittEkZ3m_Pq9u_V236F6QXnXDCu4iIws4w44/P6zuPhpgFHZjjPFC4RoHq-Cthd_9vDlmhaEYzXzBGz0),SP-TONSFELDTJ524B.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/S_EWHqMm8bWQW8ce9XMHvQ/jxomKwrF56vYVNSWH-rAmplKAm9QFgJ8i4Y0ABN4h3LGIzCNiMohST3ScczJimO5cvR2eWa0vQZbJBk6ig1Qi6RJ57NGKsOvNyKp-_AAScI/D6-7hhUuVzhbkO7CBWlj-WHY5Sj_u-WEeYz4ZqaUN2E)",Untitled,2015,46 x 28.5 x 1.5,"hydrocal, pigment inks, epoxy resin, prism film, acrylic glass, book tape, pigment inks on hydrographic film, cfl tubes, ptfe tape",,116.84 x 72.39 x 3.81
535,SP-TONSFELDTJ523.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/auQcQytA9PKE8Z6mN69tgA/78V_wVW_l8aTzFssBHobaAdhbXhSKxsiAVHbkpRhytltlbvFkFYGQXK797rPPxN2a-aJnTNVm-XBFpAuk-9I5JuRTaYmBFXxGzBrrqWfses/izVC3LPuGMBOTXdVPc8jgP6aF4tokaRninPNwYIKidA),Untitled,2015,22.5 x 14 x 6,"Motorcycle fairing, cotton fabric, resin, blue Gatorade",,55.8 x 35.56 x 15.25
534,SP-TONSFELDTJ510.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/tJdrEFHADBYCPmGjd6eiWA/cIC1G6M2crBV366YEJgFEXUggVqlPhsMlTX-F19CAEco-XYAQukpdmR8sxgF5DKKCqPbulbWVlKQjv8nmjcPik1XOpVb3EqEtslRCVl6jZM/AWVuTfp5C0niVfFdpfplrmo9Up-y9Pk3LtnSOzrTL5U),Adrenaline Tattoo,2015,11.25 x 16.25 x .25,UV cured pigment print on hydrocal,,28.58 x 41.28 x .64
533,"SP-TONSFELDTJ522A.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/S26YHL93rbrsx9MOQPd3yg/NpfdoNYtlbkc_6wU1E0I0f0r2vYkcO6deOKsftFso7UmoiroXBCVYJ7K0LJPCWzZRkIY0dYbs4-Hq1ho3eNdXWtn8FNZ5npcRzTnyiINQuk/uKG8GCOJ91flUozPTLBkv4NgXm5mrZzMLpLg2nZQ_yc),SP-TONSFELDTJ522B.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/ZMbjMapdbW59YzOXRhlHeA/e7dR2Ovki_Iz9d7tHgwAkLoLTj4Q-DpFc_-AW3UfBuBsGQQOTbe1ulSicw49pzPEPpeExf_JD9hr4EFXAlL6NvM1d-LO06jWOXBRLbx-VQg/OsORSBaDV4mZAsuMitxLJjR5oxHg1Xm0o2fdUAupEIU)",Untitled,2015,46 x 28.5 x 1.5,"pigment inks, epoxy resin, prism film, hydrocal, pigment inks on hydrographic film, television wiring, carbon fiber, LED panel",,116.84 x 72.39 x 3.81
