Name,Images,Title,Year,Dims (Inches),Materials,Notes / Exhibition Text,Dims (Metric)
375,SP-TONSFELDTJ357.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/GJqrY7R_7RPd-ioZP_ugrQ/afQvGgb2LqwyknVX7zgcI-b0g4wscFUuEn8zr9uXTiORWjSroGbokzI57cOln44ZaYKq1VFTngeub9mzEgn485KjBKtK6mxFfa_RJkg8vgU/NaBxWnnR25VqNXecxNYwcGMbu_OzbtZ6GWklFlz5kl8),West Window 2,2014,36.25 x 54.25,pigment inks on plaster,,92.1 x 137.8
374,SP-TONSFELDTJ356.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/k4Qz5FkAJJIdzVigjfIhfg/y8jHB6moHXnRi3x7K8Z_GjPR8AzlJVd12JENaSft7SsYznlIX84gSXlH44hULv1TXT5NRQCi2FjBbxf081RP-MUw3Tic7664cbiXdpBmA98/j_29Y9O7eS1ZlXYzDrBq99HlVHXOTNog90XXyWlRmvk),West Window 3,2014,36 x 54,pigment inks on plaster,,91.4 x 137.2
369,SP-TONSFELDTJ355.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/cZ713OuwbqCL2XNtG-FxZg/kFgFPW7R5k3f7utkmaRsipV3SOvzD4t3xURf9GTpiAgNvEFzZeYKviwzuS46t5CeEBh0VKar-kv43XbHPuIu9hON4McoalkZe9sFvy6Tn5g/_-naivG164UrQgXYs3ZDZbVe1a-JMq3Xb3EePcz4kcY),Untitled,2014,17 x 24.5,pigment ink on plaster,,43.2 x 62.2
368,SP-TONSFELDTJ354.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/YA1JKcjCsKdLPwA_Bc_YaA/nNOdIn-Uye5bZ7uYBJOooiZcErXPL0ykRnbqFqaQ6S0SGMU1IKKRr6BvVOheesjw0AdWH82abKZ3ce508cUJG1c-dVh5TnpmVn6Vs9Czp6A/ohK5id3pDUaTdtsTY2u7a1rW-9J3R1eOcWxj2-CkVPo),Untitled,2014,17 x 24.5,pigment ink on plaster,,43.2 x 62.2
367,SP-TONSFELDTJ353.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/6lOVkFpaTIfYqCKymbxNaQ/eyf_q9-RllE7cjA_gf98rmPgRjFmNk2tHGGbVhINCBavqPV1hW6l6aBG043w-KbKooXam-rCDqGcCH_Giu2lYgEg3bTjK6pnB1Yk704IzFU/RP4SVbZo0vsWSNV0NZfT95WwSemU4jgIcf0B4qP_yEI),Untitled,2014,40 x 61,pigment ink on reverse of color photo paper,,101.6 x 155
366,SP-TONSFELDTJ352.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/nu1_scaRDfcOQLbaEwOzPA/tE1ttAi7YSfA4eMRPvwiYZkmf4DXjkShGX_5dZn8mKwImbBgnj5u0RMlT-7GeNoH2FEV3EeMBU6pv0UQX7Mmnh-4a4fB655ThvhnDJDAb3k/SYWgElUgGzd09C9wjVg8OhYu_U45zySAOLZXLuAKAHs),Untitled,2014,12.5 x 18.25,pigment ink on paper in artist's frame,,31.7 x 46.3
365,SP-TONSFELDTJ351.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/VhQFDyGI1Y6H2fC8lQy0kA/sTG1NLLVcnkfpRXBrv3AXnyljLzXf2azlw8QvWy12IsKdlcPdNwTOtstQ7UBMu8aIkGH1qXB6ob-ZV1-oaXbJxk3ZdvVZZfKXqh6bOyDgaY/76y_lMcB2uJzUhQ7AMK-m-baTuLY7LXWVA7zvH1ILuY),Untitled,2014,14 x 18.25,pigment ink on plaster,,35.5 x 46.3
364,SP-TONSFELDTJ350.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/PI2zum-ASKuTbnXMhD4F4g/2yGOJeaN6iGfJhTeOos8ZvnbW6TtPjHrRKcv8QRrR12fsncYEEdRfJFV__-fg8kuOmmnah5SQYXmtuZty8VRYBvST29ytDWPQaGBHSkSLro/Ooy95ySyUwVITtorawqhYGJ989QKDndsPdDiq2RgnKI),Untitled,2014,17 x 24.5,"pigment ink, plaster, aluminum",,43.2 x 62.2
363,SP-TONSFELDTJ349.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/SztlzFcoNZkUqyufEwyj_g/DdtkIQAdnf3a0jkMtJeizUVhMVvT5AGmA4-7Jo_ITxfWHK7Xx75_0B0Nrgydjxep5lpUpsxvHXce7u4se7aRdnly7S3QeP9R3Yr6Pg5NqSc/TKveh7rsX4iOp1ARbaeDNl3WVmM6kIrrsmzAxeTd8g4),Untitled,2014,28 x 40,pigment ink on reverse of color photo paper,,71 x 101.6
362,SP-TONSFELDTJ348.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/erhTuJvqJsONRDIUUaK4Xw/ca7aGMv-Eim6Bu2J0evW7PW-0caigoRbrfLueaQxpuljTmfdaEmO6smy4HhUO_SDsp9FBNovwEYUP2-JzPyhAlga6UV8ASRlp133ecRP6hk/v9ozTb8HvUnzJhvK3k_o2t87_UcQtA5DED_zdox-PRo),Untitled,2014,28 x 40,pigment ink on reverse of color photo paper,,71 x 101.6
361,SP-TONSFELDTJ347.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/8LydA-gp6uQODnXckNtNig/pLQyzLYKXPgDf0uiH-6c-eJvHbfXKDJ0miftI-ovxtAoBrnGx4FFGevhU6LiawARkiEB2iaUmwNYJBTa9fRyamkaSD7CpH7R0FZaUKOERXE/DxRhOZ9PdprwBr1ECqX9IKsQOF6OK8qiyYZQBMMgnFM),Untitled,2014,28 x 40,pigment ink on reverse of color photo paper,,71 x 101.6
360,SP-TONSFELDTJ346.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/VeciMZ1JebJBBRPueZcD_g/2bTeKvMwv5lvibFjR6ZaLVKVK9r-zf4M3NQCJLDKmMlaOVnQswNH2a7nYdD_w-ngMdTczpDELSr-1XQjTQdxM16AKPJxyhJHxzYVLcV5SpM/uxZKUIHZVmeqzeKKGuowSD7PvQxghumoJAeX4JHVD2o),Untitled,2014,17 x 24.5,pigment ink on plaster,,43.2 x 62.2
801,_21A2176.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/kqwh8reT_H2yseclrBld1g/O0aFLToxAC11-rsFTJRYe6Dxrfa5at-PC6CHJNPbZKK8niuJrHEKShKUHeDLA0wKcLcc8sY61bfNAKpQwDquq_kv1cUMos13RQT56Yd7TW8/bWCrfbUxayqzaJ1z1wvSxCqID71ioJvS0bR6X6guTwE),"Parking Lot, QuikTrip",2013-2016,15.5 x 12.5 x 1.25,dye-based inkjet print on paper in artist's frame made of pigment and dye inks in hydrocal,,39.4 x 32 x 3.2
794,_21A2159.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/IdVIF-yyISCrRH9dS-mFyA/w_8uFlgLrP56uPY7uD4Atsrv2vsMyVU1da1YaRYWyFFUItT7bWyjam_jOEiUTafGcZnvnyuhya3mDPiPsFJINnaA7kY69gTaHnYywzurpFo/TLNOnPAh0u0SEULcE533wskABfZ7S-osLJYQkO_cIos),"Coloring Box, Barn Floor",2013-2016,15.5 x 12.5 x 1.25,dye-based inkjet print on paper in artist's frame made of pigment and dye inks in hydrocal,,39.4 x 32 x 3.2
510,SP-TONSFELDTJ498a.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/1CFpLg4SpUwBG8EYxZgVrQ/rnyR75zM64rzUvbCg2UA0-RQkrMleFK6AhlTjcZqnXxi8BQ-vDttpL0yqJQv0ELzZbREi-1e-fdvApbnQwfo_IqUVoO25HBibip7U6rands/Yz4NMszRH5uVppo_F-8U_cvmdZIZN31NM3rWW-ccnPM),Niece,2013-2015,21.5 x 15.5 x 1.75,"pigment print on paper, Hydrocal, spray paint in artist’s frame ",,54.6 x 39.5 x 4.5
506,"SP-TONSFELDTJ494b.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/EbBFPD_OpXxZrjF0mwNOEQ/TWkxT9NVHYGwzKEBqrmz3WL0hL20AMBAVBvd-im7KUx0BQKyyzApIDrmFdCiYgcQ2Q-1tAQ0Rx38doayI6tnwXqg7Cqqnd0EIT0v1S-8o0w/jH4iutdq1lJRnFOEszrGaQlBRq1wR9zqV2wN0r4ZJuw),SP-TONSFELDTJ494.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/eGnM_EY-Ql4kbhfj0HVi3Q/sZmnhrMcyVmdywxzg0i7RZHyc0Gmpb56SA3hbVmcRsAGHk77-Q0hepmxS-dzNWWtprhGFxf29uFSuVmLBBWIl5UT85kGLb8kmdERd544_F0/Z9nwh25o3xsInXS9nqHHjyr2nT0RiiTck7SMHqWpKRQ)",Untitled,2013-2015,15.5 x 21.5 x 1.75,pigment print on paper and Hydrocal in artist’s frame  ,,39.4 x 54.6 x 4.5
640,,Untitled,2013-15,61 x 38.5 ,"hydrocal, spider's web, pigment inks, spray paint",,154.94 x 97.79
397,SP-TONSFELDTJ378.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/XNeqfC9QgYda9hvuorj7tA/4Sozp9iVMKdftNPd1YXhOvCqw7wxcWY07HNmUyBiIwUb8KtaUNrfr6GWge0LZTCl6ItRWKbcTcjjlTqYapwpqZcvWBVQI2t2TcPOdEr7RLM/5SJVqATI6FjLn8SAvXFyZHRJm6b-j1nTeIZXSfjL8Gc),CHEP,2013 – 2014,28 x 41 x 5.1,wood and paint,,71 x 104 x 13
623,,Untitled,2013,18.25 x 24.5,pigment print in artist's frame,,46.5 x 62.3
407,SP-TONSFELDTJ388.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/5qGh6E7QQC_641i6goRdow/SZTr1VyuecDHLZDTjSwikiqYrGLWQTc-W7NmH58hrqrb2-iKHYcNYiDBdZbGneTQwPybrp2lIgzaUSCHRNoBOtmxYN55X0OvuHBDR2BFAg8/6yFTb8fMF43YVovVCFe6BiNnS8_C-utjncn8SaDMK9Q),Child Seat,2013,9 x 13,pigment print in artists frame,,22.9 x 33
403,SP-TONSFELDTJ384.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/SrBAM1HMerBK43vAZOaB2Q/Etyhzi3OPgNNLCWTs7Biia7pPADqcI3jt5eXIAvwJsy1wkCRKFsZCemtT5aGjfgTrKKRC-dJUW5g0j5UXCjO3ljBCVjGmW7BV6nUlKGzqhc/4MWYjnigfTQGznXLsg2UKWV25oWUoDFSVyqlRMG61EQ),Untitled,2013,,plaster,,
359,SP-TONSFELDTJ345.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/FdYR0UUxgWE9NDHrCcmk5Q/jZW63DY66-p5UtEIJdrV4CZXh2I-TtJpwqV3tz1tuwMfHLp4miusCBP9qtveteI25dIea1s2LOvCrcI0kF7r9jZ0__c5zKSWyzSWiOPHjFA/F_1q16L6Mn0mERxJknIPJGUGon8xlzqpxp6woElF7ls),Untitled,2013,15.5 x 21.5,"spider's web, paper and spray paint in artist's frame",,39.8 x 54.6
358,SP-TONSFELDTJ344.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/-BXWlMkm1QqviZ0altN1QQ/s6nzsWuu8uenGs4ndAx4WIH2coOm0mob6OFBC2OeCPNVcYrrtWvpa2CAACT7JQXXnwmtJo4xaKlBrqof1AhM3f-8wNVjFPzEJ1koZb6xGF8/yGHlzjS8JYkcFKQV6xw8pmYssoK9BxJmMiqIvkN8Syc),Untitled,2013,28 x 42,inkjet print,,71.1 x 106.7
357,SP-TONSFELDTJ343.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/tOCVLsOBC26nEhZUGgxbRQ/RfMoW1FzvfJgPZ0a8RJIi5ScuV_Ca15QjCGO5xhht4PqcDuUvCuCkBy8D4LPJFL97jICaEaT8wFMJcsGYxPChf76r6E70ZAYr_vBC9_5He0/NMyCXZrbFfdWTierA9gatA3aa0UbBBGyLCcY3ZvJRCk),Untitled,2013,36 x 48,"plaster, fiberglass and wood ",,91.5 x 122
356,SP-TONSFELDTJ342.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/gojUbRJn445HQLAiU1o3nA/uC29C7eNUH4JTsL6w9L5Qxt2eRHSpQE2t2domXY3uxeHdkmcKt7bNkiCxMCRbKFtqgr8zmG5okI1r2zkb7eVOuFR7qbuNgHNJKpqUFm42m8/Sw23VpZxjfwK_e8JAboNTgekN70Dd7YBVFWDGqxFVoE),Untitled,2013,36 x 48,"plaster, fiberglass, wood, screen-print on found fabric ",,91.5 x 122
355,SP-TONSFELDTJ341a.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/IIeyx7t2tkKQ7v6kwPGEYA/7qyrYf6eRu_nfkVp4TusmKmkQuBhuExzfVTtu-SxPfSuWa4BgyzZmeguwC01MjFpH4EnjQU7ZHlehvtxmxkyEH0i6LANPyuVJWn9pK38zkc/60tekGmQVhQV9c72oWCRmghWsYxpvRXnbwFjyYIH6Nk),Untitled,2013,29.5 x 43,"spray paint, spider's web, and hydrocal",,74.9 x 109.2
354,SP-TONSFELDTJ340.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/bb9TsZ4Zf9PGzs1xsFvflA/I0bwaqnvwx6N_BcoRsU5I-azgjaKiyVLRUogqIRu-mGZ6A8w82le5XAhIF1uMUZ-bp4oyYQHu7XDsDKGj7X3TUBoGP_Gs84g7gNJUlN4a68/AEH-Ul7TEQhzAOyk_1ES3O9lajys00E6O-PnXZhC6C0),Portrait,2013,13.75 x 9.75 x 1.7,ink-jet pigment print on reverse of Fuji Crystal Archive paper in artist's frame,,35 x 24.8 x 4.4
353,SP-TONSFELDTJ339.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/Mmol2BVl6M2OGvyz226fPQ/hBhB5OY0wrvX_Cg5gBQ4mde6kdvM3DIz8EbcRV4SNZXi-jmbNWhyqB5eoNS2KJdMuUB9DxpuNuKbRwXzgRnKa-pkwDdMnZA_yZ-VIEaMh0M/wzbYFJh0UNUyKDiF6IwYz6C-yx5PsejMxc7ur7uaoNg),Landrace,2013,4.75 x 5.75 x 1.25,found polaroid in artist's frame,,12 x 14.6 x 3.2
352,"SP-TONSFELDTJ338b.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/34BBJu1cMPNDY28zSEX_Ng/OtrMQbcJ-h0UyKKHm5Yfx_14hN5KT2GzyIwVqfrMBiE3fpJOFM3QtS1l6uUOmFsnG9dIpjJghqpk878SQgN-wu70AvuvV_h6wXUp2HJhS9E/eqsb1PCtctPaQzNRpW4NBT39-1OE49Kh8aHG5JUb-y8),SP-TONSFELDTJ338a.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/vKzpmdbdmAyO5BH15S4DzA/dzVL2Jc7on-wbqkeCAes_8Xo6vaQP6FUZyNZdA7xBu6Lhq7neq48AzY7UlO7ROPS4rwLxRzbV55yehTXtSHbATYMFDyKk76GTiuRoUXmg2o/jVCXbWbKz3q-5uJkXA_ft_zqrvYYvKBTvxbY7v2txRk)",Little PICO,2013,3.5 x 5 x 7.5,"paint, wood and nails",,8.9 x 12.7 x 19.1
351,"SP-TONSFELDTJ337b.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/eQkMDEoik4hiqmjbH7xr8w/mGZsO_edje_ftBTTkemZPxbEg00axJmrp_Jx_cfcZOWOpXGcYkRCkkGsCVRg0FpRhLyqmYd9KWOMcGi08mz8ftW9S0BZ2LJeWJqhbOX4BAQ/vOi5q30V30zzuGbph0oSlethHi9cbEwwLYMHp9vedRs),SP-TONSFELDTJ337a.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/C-x70VeN9F2pun6JVnKVog/TIcbmAo7R1SyVs-QqGpG-gWCP01oa3eorKI9t_XH1GeWQw3QO8bZZGPOfXjsqIEXPx2mXVRaZ1CJ5qvwjFQzwntmfCngZDRC9_42fUCJQCU/fCDarriYsl8v08aGlDySw-qoFQHuOd8uR_mW7tPw-W0)",Little CHEP,2013,3.5 x 5 x 7.5,"paint, wood and nails",,8.9 x12.7 x 19.1
349,SP-TONSFELDTJ336.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/KQiEPR5iurZQJT9FoRVn_w/0c7ay1sNgc-hRjOQhi6eTbgKVV7BuPtqC_C8Zv3OX-CKx_42kkitESHo8fYTXMAlrIZq5O96TJ4jWCGBjA8G5b68khM1LDb2n8dPFiGXRIg/j3fIPhusJwYV1uL-A-o5lXVYkv1bPXQYho8ZCAhre0o),Untitled,2013,41.75 x 52.5,pigment inks on reverse of Fuji crystal archive paper in artist's frame  ,,106 x 133.5
348,SP-TONSFELDTJ335-Edit.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/6JBxS2u3V6cpvQIPxeFYaA/Ciwqn211l4UOWnSKnmW-QWq3FzV9ktJe3J_150h3igEht-C5b_Lxge2Mxu8BJjysZAwtQ5NSbYVDaDdT_wu0d007w-WVGX-tui324PhUdm_omdfadV1QiJ5D9iwajYss/ivNbNVhC-UKjsr3rtxYGdAgXBrhlIMyc8z_Rd64QgeM),Untitled,2013,24 x 30.5,"spray paint, spider's web, and hydrocal",,61 x 77.5
347,SP-TONSFELDTJ334.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/p5NCdGUTovFBhteUJ5GMqQ/eynqc48ZW3RVDjOeBueiWJFQ_wlvQZ_D-2aI89sUcWZrfObwtpCJmMNEuG__BlkLVZjKxhaOMsIMJSGT8fkDK1p7o4SglPKJzgSEMnoxGaE/Qr1yI7CwVGncZeuKDt2rzJ5n7v1OJ_IIUcl5moHu_zU),Untitled,2013,36 x 48,"plaster, fiberglass and wood ",,91.5 x 122
346,SP-TONSFELDTJ333.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/KKLpI89NbvWgRwHOK4Dbjw/JOWItszPVW9dTxcymqMDvztcHhkk5tumoGs6u65U5ofsUTEsHGdpR82yU5fR_6JLz1IV3G4cXEbMRuKrK08q7F95OHkQ8p_R-4Ra5o8h2Fc/uaCcv8pqMfasOThb6ko_akuAI0dS4B4uxdvEsb_20WE),Untitled,2013,36 x 48,"plaster, fiberglass and wood ",,91.5 x 122
345,SP-TONSFELDTJ332.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/Qf4VHyD3ZDkBrl1bCdxdEg/JTE0xvNk1rGCWevnt5Ld5YvZaGUyd8asodttAcH8IyOmjkuHvdUX5njwFAYyJaJA-sOldpr59wAuqsPOgmg9wmSWDfdH82fPakO65RfmGDE/6MYx75DKVRfY-K00TH4X2u3yJS7KP-kUGF7VTy-6XK8),Untitled,2013,35 x 48,"spray paint, spider's web, and hydrocal",,89 x 122
344,SP-TONSFELDTJ331.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/6mZdMvssCriJl4AgZSK32w/510vS1TTpNeV8_f6CmD8PdIN7U__NZWlHz2yzCW1J8fRlIbX3WwxiohRV2iJdXOz2H917MN_McHLKVCt6CcOR9sH_4oIGeojOtLh1Mbho2k/O-8jjcV3IUMzDk7OvsDI85zMHJyfLXfZl5y18x_8rbo),Untitled,2013,30.5 x 36,"spider's web, paper and spray paint in artist's frame",,77.5 x 91.5
343,SP-TONSFELDTJ337.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/OxXw3cK6pi75dRA3lJD6AQ/hFtpOtE-rNKmsTKQb7HQ3EHWdsybB-WTSWbHypMIDQkeNoKJjdP8DRV1ymoo4a9fZgcg32PAfsB_s_UM9WTObYQF6nBlf5aTsfvTPhjOZ3s/P7xIair8pagdYPm-u_FldrudEZ2qQMRbWXloi2bdE1s),Untitled ,2013,19.5 x 13.5,pigment print in artist's frame,,49.5 x  34.3
342,SP-TONSFELDTJ329.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/K--jri0tBokXI1d5z-fS1w/09xIA1G0O7askViGQWNAmktHwNX7B7ro94M102EeJr4rdse8djtprEjkbghVDlwZMf9zLLPKv07ds-DZuaTUSAyAqz0JqeFlys88wGenwt0/tmdb5gkD6LZUbajlhwHb1cDaWVeSMs0NZo0GmL0IQ0c),Untitled (erased icon),2013,62 x 42,pigment inks on reverse of Fuji crystal archive paper in artist's frame  ,,157.5 x 106.7
341,SP-TONSFELDTJ328.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/tqcHN62l4H8myUT1UKZS4A/Z1_Sv-JCAR42jZ7mWdTe2p7mbz6bm5YdK7fdICmcGit755yMr5XRIrCUHQxddjUZ77cJf0QtakSHxnl10mUvVmY__UHW4l-41owVM4bG5Js/7GRZJ3CrvM3bXgmrJ-7ahd0XP6WmtXO9tpXAYAMlwRw),Untitled,2013,20 x 30,pigment print  ,,50.8 x 76.2
339,SP-TONSFELDTJ326.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/X-rHu2GDMZS1WeplZRhnxw/iUOg79XOiNnDsk4Sy9U33GE67MQHGN9L7m43xqc9OoFagmN6TLBUQ3jfRVtVdAyJ2xxKnS7b6W0XLY0OaiJE16zilhRzp1DMbNLmvJKfMjA/-e3_cEhE52BE2tyEta6dN-OvYYtBOAL7w-uCIAN_99s),Untitled,2013,20 x 13.5,pigment print in artist's frame,,50.8 x 34.3
338,SP-TONSFELDTJ325.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/2p6X8x_WCGkD67YuSdqEKw/MWENbbqb9uNN4c_MvBApne3I1jPCZ36Mo4XuLgx4s1a-r7ycXFFgpnwqZJH0rzTetfZ9a6v4GSU0ZssW_mt0z_g1if-81Q67D63psS6np_8/ff6Lz-a7hcl2IAOw5aXBgPEHa8t-aO4oMYjGFESx3lI),Untitled (FKK green),2013,62 x 42,pigment inks on reverse of Fuji Crystal Archive paper and artist's frame,,157.5 x 106.7
337,"SP-TONSFELDTJ324_install.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/jGo6OCqzTnFJlvLGn6pH5g/UwDItokWJs0mrknk6V9Fd63-0HbQvNkZydzL0G2QACKSCpLS1tOd9-rVP_5XNoMvFbVNMyQPecFJUK9QfYEkYm5QpPBK5DwDzCeK2d-xYqZaIt-e_bo_mA80hoAONamX/46pJ16hFRuBs2rjj2Fhe3DsADHk9gXbu7giWMczkvBg),SP-TONSFELDTJ324a-Edit.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/szbqcaR_PnZvOMKSgvwyWA/vsFjdG8u0SZ5Tdn5ef_81kG_2VzCFtaE8_nRSjySSi31MI-E3pXM2fGEm-h6WBDOdZGxSTq4qb1nWXdN6BcztZk67jz_bPbGuzC3HsZOw-wpi3Mp3h36gmHkEGk2Fpbm/LRE88VtFBHPIfC4_bYQelvEY89bYS-h1mPAyuBRr7Jw),SP-TONSFELDTJ324b-Edit.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/qNCPx_y6LzartrosAQeyEg/pqMD8uFyxrthl1lcSF3_9zbqoCLjZKIlNyFBSn1eqgXv0dxnCyqxT_Uska_pIeT8F7xz5oUNjyLqdwD-ds8-gpsFcWvLmPXG0PtbDcAP64FNHicX8bH-RVfLm4Rx3kSA/Y-18WXaf5gdy3ncy9bNeNpGXrLNPbZYRQnBdyvpKskQ)",Untitled,2013,overall: 49 x 77 x 1,"Diptych: spray paint, spider's web, checks and hydrocalspray paint, spider web, plaster on foam-core in artists frame",,124.5 x 196 x 2.5
336,DPIM-06.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/8MmOoJU5JD7dyb7hrsf3LA/4FqD_fy7n6wsPed5NYnKYSCn_qUW3O-0Yu2525XBwtuql3OvnKZAAazgWaiyBSubNp4Bh8_7xb09av8IEGAvqwIlqfPOceDkWMvrQElrqzU/RE2Jn94H9rzKy1wIb7VyHWsHWIPlTq0Tlt_T_rODBT4),Cyan FKK,2013,42 x 61.5 x 2.5,pigment inks on reverse of Fuji Crystal Archive paper in artists frame,,106.7 x 156.2 x 6.3
335,JT-02.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/Z0_KLC4HB7c2xSrC2BNAHQ/62AtuOfROVYpI7catm88yV00-OqYmx3DPNbqRzTcZDzvJvvLxeSky_05DmegTK79A69eSMRaQkC9Xvm9ycehybZthjRFseHexRiQgxUCYnA/frBN6mQReq4FOKOV6cQzXMKEhjJwN-Lr7xJ6DVR9hTU),Magenta Icon,2013,40 x 56,pigment inks on reverse of Fuji Crystal Archive paper ,,101.6 x 142.2
334,SP-TONSFELDTJ321.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/kpWgWSywBD7r_gAt5ZzSzw/qazxVChaWUAw6DFAj9SJZKxFRl5cHWX4GTzF-BskYvvhGMy62uIMBFkAzSOO_qSdrqV94-OBYoPGeHhmjn-0Z6V0vqGfInJHbC9BCd0J44I/5eWSS_vZWdX8TCayFziFeoRFpULaKI-KpQ8acH62diM),Double Refrigerator,2013,,solvent inks on vinyl on refrigerator,,
333,SP-TONSFELDTJ320.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/jDO_2GQ7LHCSeCmcdDk65w/iFQ4zQBEnqon-KqxhUicHPOW5nErQgCslm8VHo2EJDxgmx0ejkLC9iNhoUVAGtBGSjY87JX_M_RKK2rPdszRZgAgb55KMK5_1Ae7YpMJA1Y/lBSRta2lzeZwsAvGIwQ4I0JdW_Z4wzPMR3BZXxL7XSE),Refracted Web,2013,framed: 17.75 x 25.7,C-print in artist's frame,,45 x 65.25
332,SP-TONSFELDTJ319.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/_0xHX20JKKHaYCZSvSB-3g/Dr3Z5rV3l6ZV27p8uC3c8B_HN6upla2ulrBj4IyH7CgzKbjuNHiJY8w4trifIWhjs5R8p9NPfxGfnFje3uF6nmNP_wKHf22GzalHAlij0_o/fwoFb-uLh-fytv6ShyRoRz7SGXR8QIkIrl3U-Cuo_0g),Plaster Bart,2013,14 x 22 x 2.5,"hydrocal, gouache, pigment inks, spray paint, carnations",,35.6 x 55.9 x 6.3
326,JOSH TONSFELDT_Untitled2013.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/_2B2g21PXH6Oo150kfPFtQ/WzukOxFUHD_x-5tJ_Xl4HztkWhGPB9IBz5q2ypub_pCZnjnQPplpUj1oNrd6xgxYHxf-BOdFQ9KD7sjmXLa8eHRUo_fxYEGM9GhWDDHDklOf0CzisBddzu_CSOMAm45M/z59GHccYF7np49PfZt4FORUBuWQFDwTaB7Bip-WWtvA),Untitled,2013,,HD projection,,
325,SP-TONSFELDTJ311.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/FKZx8uksj4LoNfyqJGSPWA/QTmyJL9Nl45XKG2VaISCGJdAepKT0rzaEspCy4Gnr8zIZ3ulvIClHK7acjziCpmF8eljeVa9G3_HkDMZZllssHQX2GfAJrpRO-T4nYwAN9I/peXJNlKrkzHXyDuC1uo4_zVaNc-fLyYEYMfJz_S3XVc),Five Andrews,2013,framed: 7.5 x 35,five pigment ink prints on reverse of Fuji Crystal Archive paper in artist's frame,,19.05 x 88.9
324,SP-TONSFELDTJ310.jpg (https://v5.airtableusercontent.com/v1/17/17/1685988000000/C2XfgqT5FNvwD9CXavf7MQ/Y5uByd5stVGri3HfI4p_lmba9DQwSYO3y7QS2LdflkrC_d5qosNQLZsJAgJ64_eq14L2xSRB66kIdYk6ziO7yV1O_9hkrZiibYzg9iVl1ow/Yc8Cn0nj5HBx5CgA1eMc-BBnj21K3pAGrNjUDBLpijQ),Five Andrews,2013,framed: 7.5 x 35,five pigment ink prints on reverse of Fuji Crystal Archive paper in artist's frame,,19.05 x 88.9
